origen,destino,peso
"Barros BorgoñoSantiago610,2612,1",Santa Teresa de Los,1
"Barros BorgoñoSantiago610,2612,1","Velasco MelipillaRMMelipilla709,725  Rendimiento",1
"Barros BorgoñoSantiago610,2612,1","Victorino LastarriaProvidencia680,5678,8",1
"Bautista ContardiPunta Arenas620,5639,5 784Octavio Palma PérezArica612,0632,1",British Royal,1
"Bautista ContardiPunta Arenas620,5639,5 784Octavio Palma PérezArica612,0632,1",Carvajal,1
"Bautista ContardiPunta Arenas620,5639,5 784Octavio Palma PérezArica612,0632,1",Colegio Región Comuna Promedio PAES N° Alumnos,1
"Bautista ContardiPunta Arenas620,5639,5 784Octavio Palma PérezArica612,0632,1","Florida715,264 20Almondale LomasVIIIConcepción714,0115 21Saint",1
"Bautista ContardiPunta Arenas620,5639,5 784Octavio Palma PérezArica612,0632,1","FloridaRMLa Florida710,9116 24Leonardo Da Vinci SchoolIXPitrufquén710,031",1
"Bautista ContardiPunta Arenas620,5639,5 784Octavio Palma PérezArica612,0632,1","Jorge E. SchneiderSantiago621,1613,1",1
"Bautista ContardiPunta Arenas620,5639,5 784Octavio Palma PérezArica612,0632,1","Leonardo da VinciRMLas Condes694,531",1
"Bautista ContardiPunta Arenas620,5639,5 784Octavio Palma PérezArica612,0632,1",Liceo Comuna Promedio Mat,1
"Bautista ContardiPunta Arenas620,5639,5 784Octavio Palma PérezArica612,0632,1","Luisa SaavedraProvidencia649,0656,5 579Abate MolinaTalca646,9654,1",1
"Bautista ContardiPunta Arenas620,5639,5 784Octavio Palma PérezArica612,0632,1","Mary CollegeRMBuin712,132",1
"Bautista ContardiPunta Arenas620,5639,5 784Octavio Palma PérezArica612,0632,1","María Luisa BombalRMVitacura722,835 14Bicentenario",1
"Bautista ContardiPunta Arenas620,5639,5 784Octavio Palma PérezArica612,0632,1",Pablo IIRMLas,1
"Bautista ContardiPunta Arenas620,5639,5 784Octavio Palma PérezArica612,0632,1","Pedro de la Paz722,279",1
"Bautista ContardiPunta Arenas620,5639,5 784Octavio Palma PérezArica612,0632,1",Pontificia Universidad Católica de Chile,1
"Bautista ContardiPunta Arenas620,5639,5 784Octavio Palma PérezArica612,0632,1",Santa Teresa de Los,1
"Bautista ContardiPunta Arenas620,5639,5 784Octavio Palma PérezArica612,0632,1","Velasco MelipillaRMMelipilla709,725  Rendimiento",1
"Bautista ContardiPunta Arenas620,5639,5 784Octavio Palma PérezArica612,0632,1","Victorino LastarriaProvidencia680,5678,8",1
British Royal,Carvajal,1
British Royal,Colegio Región Comuna Promedio PAES N° Alumnos,1
British Royal,"Florida715,264 20Almondale LomasVIIIConcepción714,0115 21Saint",1
British Royal,"FloridaRMLa Florida710,9116 24Leonardo Da Vinci SchoolIXPitrufquén710,031",1
British Royal,"Jorge E. SchneiderSantiago621,1613,1",1
British Royal,"Leonardo da VinciRMLas Condes694,531",1
British Royal,Liceo Comuna Promedio Mat,1
British Royal,"Luisa SaavedraProvidencia649,0656,5 579Abate MolinaTalca646,9654,1",1
British Royal,"Mary CollegeRMBuin712,132",1
British Royal,"María Luisa BombalRMVitacura722,835 14Bicentenario",1
British Royal,Pablo IIRMLas,1
British Royal,"Pedro de la Paz722,279",1
British Royal,Pontificia Universidad Católica de Chile,1
British Royal,Santa Teresa de Los,1
British Royal,"Velasco MelipillaRMMelipilla709,725  Rendimiento",1
British Royal,"Victorino LastarriaProvidencia680,5678,8",1
Carvajal,Colegio Región Comuna Promedio PAES N° Alumnos,1
Carvajal,"Florida715,264 20Almondale LomasVIIIConcepción714,0115 21Saint",1
Carvajal,"FloridaRMLa Florida710,9116 24Leonardo Da Vinci SchoolIXPitrufquén710,031",1
Carvajal,"Jorge E. SchneiderSantiago621,1613,1",1
Carvajal,"Leonardo da VinciRMLas Condes694,531",1
Carvajal,Liceo Comuna Promedio Mat,1
Carvajal,"Luisa SaavedraProvidencia649,0656,5 579Abate MolinaTalca646,9654,1",1
Carvajal,"Mary CollegeRMBuin712,132",1
Carvajal,"María Luisa BombalRMVitacura722,835 14Bicentenario",1
Carvajal,Pablo IIRMLas,1
Carvajal,"Pedro de la Paz722,279",1
Carvajal,Pontificia Universidad Católica de Chile,1
Carvajal,Santa Teresa de Los,1
Carvajal,"Velasco MelipillaRMMelipilla709,725  Rendimiento",1
Carvajal,"Victorino LastarriaProvidencia680,5678,8",1
Colegio Región Comuna Promedio PAES N° Alumnos,"Florida715,264 20Almondale LomasVIIIConcepción714,0115 21Saint",1
Colegio Región Comuna Promedio PAES N° Alumnos,"FloridaRMLa Florida710,9116 24Leonardo Da Vinci SchoolIXPitrufquén710,031",1
Colegio Región Comuna Promedio PAES N° Alumnos,"Jorge E. SchneiderSantiago621,1613,1",1
Colegio Región Comuna Promedio PAES N° Alumnos,"Leonardo da VinciRMLas Condes694,531",1
Colegio Región Comuna Promedio PAES N° Alumnos,Liceo Comuna Promedio Mat,1
Colegio Región Comuna Promedio PAES N° Alumnos,"Luisa SaavedraProvidencia649,0656,5 579Abate MolinaTalca646,9654,1",1
Colegio Región Comuna Promedio PAES N° Alumnos,"Mary CollegeRMBuin712,132",1
Colegio Región Comuna Promedio PAES N° Alumnos,"María Luisa BombalRMVitacura722,835 14Bicentenario",1
Colegio Región Comuna Promedio PAES N° Alumnos,Pablo IIRMLas,1
Colegio Región Comuna Promedio PAES N° Alumnos,"Pedro de la Paz722,279",1
Colegio Región Comuna Promedio PAES N° Alumnos,Pontificia Universidad Católica de Chile,1
Colegio Región Comuna Promedio PAES N° Alumnos,Santa Teresa de Los,1
Colegio Región Comuna Promedio PAES N° Alumnos,"Velasco MelipillaRMMelipilla709,725  Rendimiento",1
Colegio Región Comuna Promedio PAES N° Alumnos,"Victorino LastarriaProvidencia680,5678,8",1
"Florida715,264 20Almondale LomasVIIIConcepción714,0115 21Saint","FloridaRMLa Florida710,9116 24Leonardo Da Vinci SchoolIXPitrufquén710,031",1
"Florida715,264 20Almondale LomasVIIIConcepción714,0115 21Saint","Jorge E. SchneiderSantiago621,1613,1",1
"Florida715,264 20Almondale LomasVIIIConcepción714,0115 21Saint","Leonardo da VinciRMLas Condes694,531",1
"Florida715,264 20Almondale LomasVIIIConcepción714,0115 21Saint",Liceo Comuna Promedio Mat,1
"Florida715,264 20Almondale LomasVIIIConcepción714,0115 21Saint","Luisa SaavedraProvidencia649,0656,5 579Abate MolinaTalca646,9654,1",1
"Florida715,264 20Almondale LomasVIIIConcepción714,0115 21Saint","Mary CollegeRMBuin712,132",1
"Florida715,264 20Almondale LomasVIIIConcepción714,0115 21Saint","María Luisa BombalRMVitacura722,835 14Bicentenario",1
"Florida715,264 20Almondale LomasVIIIConcepción714,0115 21Saint",Pablo IIRMLas,1
"Florida715,264 20Almondale LomasVIIIConcepción714,0115 21Saint","Pedro de la Paz722,279",1
"Florida715,264 20Almondale LomasVIIIConcepción714,0115 21Saint",Pontificia Universidad Católica de Chile,1
"Florida715,264 20Almondale LomasVIIIConcepción714,0115 21Saint",Santa Teresa de Los,1
"Florida715,264 20Almondale LomasVIIIConcepción714,0115 21Saint","Velasco MelipillaRMMelipilla709,725  Rendimiento",1
"Florida715,264 20Almondale LomasVIIIConcepción714,0115 21Saint","Victorino LastarriaProvidencia680,5678,8",1
"FloridaRMLa Florida710,9116 24Leonardo Da Vinci SchoolIXPitrufquén710,031","Jorge E. SchneiderSantiago621,1613,1",1
"FloridaRMLa Florida710,9116 24Leonardo Da Vinci SchoolIXPitrufquén710,031","Leonardo da VinciRMLas Condes694,531",1
"FloridaRMLa Florida710,9116 24Leonardo Da Vinci SchoolIXPitrufquén710,031",Liceo Comuna Promedio Mat,1
"FloridaRMLa Florida710,9116 24Leonardo Da Vinci SchoolIXPitrufquén710,031","Luisa SaavedraProvidencia649,0656,5 579Abate MolinaTalca646,9654,1",1
"FloridaRMLa Florida710,9116 24Leonardo Da Vinci SchoolIXPitrufquén710,031","Mary CollegeRMBuin712,132",1
"FloridaRMLa Florida710,9116 24Leonardo Da Vinci SchoolIXPitrufquén710,031","María Luisa BombalRMVitacura722,835 14Bicentenario",1
"FloridaRMLa Florida710,9116 24Leonardo Da Vinci SchoolIXPitrufquén710,031",Pablo IIRMLas,1
"FloridaRMLa Florida710,9116 24Leonardo Da Vinci SchoolIXPitrufquén710,031","Pedro de la Paz722,279",1
"FloridaRMLa Florida710,9116 24Leonardo Da Vinci SchoolIXPitrufquén710,031",Pontificia Universidad Católica de Chile,1
"FloridaRMLa Florida710,9116 24Leonardo Da Vinci SchoolIXPitrufquén710,031",Santa Teresa de Los,1
"FloridaRMLa Florida710,9116 24Leonardo Da Vinci SchoolIXPitrufquén710,031","Velasco MelipillaRMMelipilla709,725  Rendimiento",1
"FloridaRMLa Florida710,9116 24Leonardo Da Vinci SchoolIXPitrufquén710,031","Victorino LastarriaProvidencia680,5678,8",1
"Jorge E. SchneiderSantiago621,1613,1","Leonardo da VinciRMLas Condes694,531",1
"Jorge E. SchneiderSantiago621,1613,1",Liceo Comuna Promedio Mat,1
"Jorge E. SchneiderSantiago621,1613,1","Luisa SaavedraProvidencia649,0656,5 579Abate MolinaTalca646,9654,1",1
"Jorge E. SchneiderSantiago621,1613,1","Mary CollegeRMBuin712,132",1
"Jorge E. SchneiderSantiago621,1613,1","María Luisa BombalRMVitacura722,835 14Bicentenario",1
"Jorge E. SchneiderSantiago621,1613,1",Pablo IIRMLas,1
"Jorge E. SchneiderSantiago621,1613,1","Pedro de la Paz722,279",1
"Jorge E. SchneiderSantiago621,1613,1",Pontificia Universidad Católica de Chile,1
"Jorge E. SchneiderSantiago621,1613,1",Santa Teresa de Los,1
"Jorge E. SchneiderSantiago621,1613,1","Velasco MelipillaRMMelipilla709,725  Rendimiento",1
"Jorge E. SchneiderSantiago621,1613,1","Victorino LastarriaProvidencia680,5678,8",1
"Leonardo da VinciRMLas Condes694,531",Liceo Comuna Promedio Mat,1
"Leonardo da VinciRMLas Condes694,531","Luisa SaavedraProvidencia649,0656,5 579Abate MolinaTalca646,9654,1",1
"Leonardo da VinciRMLas Condes694,531","Mary CollegeRMBuin712,132",1
"Leonardo da VinciRMLas Condes694,531","María Luisa BombalRMVitacura722,835 14Bicentenario",1
"Leonardo da VinciRMLas Condes694,531",Pablo IIRMLas,1
"Leonardo da VinciRMLas Condes694,531","Pedro de la Paz722,279",1
"Leonardo da VinciRMLas Condes694,531",Pontificia Universidad Católica de Chile,1
"Leonardo da VinciRMLas Condes694,531",Santa Teresa de Los,1
"Leonardo da VinciRMLas Condes694,531","Velasco MelipillaRMMelipilla709,725  Rendimiento",1
"Leonardo da VinciRMLas Condes694,531","Victorino LastarriaProvidencia680,5678,8",1
Liceo Comuna Promedio Mat,"Luisa SaavedraProvidencia649,0656,5 579Abate MolinaTalca646,9654,1",1
Liceo Comuna Promedio Mat,"Mary CollegeRMBuin712,132",1
Liceo Comuna Promedio Mat,"María Luisa BombalRMVitacura722,835 14Bicentenario",1
Liceo Comuna Promedio Mat,Pablo IIRMLas,1
Liceo Comuna Promedio Mat,"Pedro de la Paz722,279",1
Liceo Comuna Promedio Mat,Pontificia Universidad Católica de Chile,1
Liceo Comuna Promedio Mat,Santa Teresa de Los,1
Liceo Comuna Promedio Mat,"Velasco MelipillaRMMelipilla709,725  Rendimiento",1
Liceo Comuna Promedio Mat,"Victorino LastarriaProvidencia680,5678,8",1
"Luisa SaavedraProvidencia649,0656,5 579Abate MolinaTalca646,9654,1","Mary CollegeRMBuin712,132",1
"Luisa SaavedraProvidencia649,0656,5 579Abate MolinaTalca646,9654,1","María Luisa BombalRMVitacura722,835 14Bicentenario",1
"Luisa SaavedraProvidencia649,0656,5 579Abate MolinaTalca646,9654,1",Pablo IIRMLas,1
"Luisa SaavedraProvidencia649,0656,5 579Abate MolinaTalca646,9654,1","Pedro de la Paz722,279",1
"Luisa SaavedraProvidencia649,0656,5 579Abate MolinaTalca646,9654,1",Pontificia Universidad Católica de Chile,1
"Luisa SaavedraProvidencia649,0656,5 579Abate MolinaTalca646,9654,1",Santa Teresa de Los,1
"Luisa SaavedraProvidencia649,0656,5 579Abate MolinaTalca646,9654,1","Velasco MelipillaRMMelipilla709,725  Rendimiento",1
"Luisa SaavedraProvidencia649,0656,5 579Abate MolinaTalca646,9654,1","Victorino LastarriaProvidencia680,5678,8",1
"Mary CollegeRMBuin712,132","María Luisa BombalRMVitacura722,835 14Bicentenario",1
"Mary CollegeRMBuin712,132",Pablo IIRMLas,1
"Mary CollegeRMBuin712,132","Pedro de la Paz722,279",1
"Mary CollegeRMBuin712,132",Pontificia Universidad Católica de Chile,1
"Mary CollegeRMBuin712,132",Santa Teresa de Los,1
"Mary CollegeRMBuin712,132","Velasco MelipillaRMMelipilla709,725  Rendimiento",1
"Mary CollegeRMBuin712,132","Victorino LastarriaProvidencia680,5678,8",1
"María Luisa BombalRMVitacura722,835 14Bicentenario",Pablo IIRMLas,1
"María Luisa BombalRMVitacura722,835 14Bicentenario","Pedro de la Paz722,279",1
"María Luisa BombalRMVitacura722,835 14Bicentenario",Pontificia Universidad Católica de Chile,1
"María Luisa BombalRMVitacura722,835 14Bicentenario",Santa Teresa de Los,1
"María Luisa BombalRMVitacura722,835 14Bicentenario","Velasco MelipillaRMMelipilla709,725  Rendimiento",1
"María Luisa BombalRMVitacura722,835 14Bicentenario","Victorino LastarriaProvidencia680,5678,8",1
Pablo IIRMLas,"Pedro de la Paz722,279",1
Pablo IIRMLas,Pontificia Universidad Católica de Chile,1
Pablo IIRMLas,Santa Teresa de Los,1
Pablo IIRMLas,"Velasco MelipillaRMMelipilla709,725  Rendimiento",1
Pablo IIRMLas,"Victorino LastarriaProvidencia680,5678,8",1
"Pedro de la Paz722,279",Pontificia Universidad Católica de Chile,1
"Pedro de la Paz722,279",Santa Teresa de Los,1
"Pedro de la Paz722,279","Velasco MelipillaRMMelipilla709,725  Rendimiento",1
"Pedro de la Paz722,279","Victorino LastarriaProvidencia680,5678,8",1
Pontificia Universidad Católica de Chile,Santa Teresa de Los,1
Pontificia Universidad Católica de Chile,"Velasco MelipillaRMMelipilla709,725  Rendimiento",1
Pontificia Universidad Católica de Chile,"Victorino LastarriaProvidencia680,5678,8",1
Santa Teresa de Los,"Velasco MelipillaRMMelipilla709,725  Rendimiento",1
Santa Teresa de Los,"Victorino LastarriaProvidencia680,5678,8",1
"Velasco MelipillaRMMelipilla709,725  Rendimiento","Victorino LastarriaProvidencia680,5678,8",1
Boric,Cámara,4
Boric,Evópoli,1
Boric,Frente Amplio,5
Boric,Partido Socialista,4
Boric,Trabajo del Senado,3
Cámara,Ejecutivo,3
Cámara,Evópoli,1
Cámara,Frente Amplio,2
Cámara,Gabriel Boric Font,1
Cámara,Mandatario,4
Cámara,Partido Comunista,3
Cámara,Partido Socialista,1
Cámara,Presidente,6
Cámara,Presidente Boric,2
Cámara,Trabajo del Senado,2
Ejecutivo,Evópoli,1
Ejecutivo,Gabriel Boric Font,1
Evópoli,Frente Amplio,1
Evópoli,Gabriel Boric Font,1
Evópoli,Mandatario,1
Evópoli,Partido Comunista,1
Evópoli,Partido Socialista,2
Evópoli,Presidente,2
Evópoli,Presidente Boric,1
Evópoli,Trabajo del Senado,1
Frente Amplio,Gabriel Boric Font,1
Frente Amplio,Trabajo del Senado,1
Gabriel Boric Font,Mandatario,1
Gabriel Boric Font,Partido Comunista,1
Gabriel Boric Font,Partido Socialista,1
Gabriel Boric Font,Trabajo del Senado,1
Mandatario,Partido Socialista,4
Partido Socialista,Trabajo del Senado,1
Alcalde de Corral,Alcalde de ElCarmen,1
Alcalde de Corral,Alcalde de Galvarino,1
Alcalde de Corral,Alcalde de Lumaco,1
Alcalde de Corral,Alcalde de RíoClaro,1
Alcalde de Corral,Alcaldesa de LaSerena,1
Alcalde de Corral,Alcaldesa de Papudo,1
Alcalde de Corral,Alcaldesa de Primavera,1
Alcalde de Corral,Américo Guajardo,1
Alcalde de Corral,Añaden,1
Alcalde de Corral,Carolina Corti,1
Alcalde de Corral,Clara Lazcano,1
Alcalde de Corral,Claudia Adasme,1
Alcalde de Corral,Claudio González,1
Alcalde de Corral,Claudio Musre,1
Alcalde de Corral,Claudio Radonich,1
Alcalde de Corral,Consejo General de Renovación Nacional,1
Alcalde de Corral,Daniela Norambuena,1
Alcalde de Corral,Enrique Neira,1
Alcalde de Corral,Evelyn Matthei,1
Alcalde de Corral,Felipe Alessandri,1
Alcalde de Corral,Francisco Roncagliolo,1
Alcalde de Corral,Félix Sánchez,1
Alcalde de Corral,Gustavo Alessandri,1
Alcalde de Corral,Gustavo Henríquez,1
Alcalde de Corral,Hans González,1
Alcalde de Corral,Hernán Ahumada,1
Alcalde de Corral,Iván Infante,1
Alcalde de Corral,Johannes Kaiser,1
Alcalde de Corral,José Antonio Kast,1
Alcalde de Corral,Julio César Delgado,1
Alcalde de Corral,Karina Fernández,1
Alcalde de Corral,Katherinne Migueles,1
Alcalde de Corral,Luciano Valenzuela,1
Alcalde de Corral,Marco Contreras,1
Alcalde de Corral,Mario Desbordes,1
Alcalde de Corral,Matthei,1
Alcalde de Corral,Miguel Meza,1
Alcalde de Corral,Rafael Ramírez,1
Alcalde de Corral,Renán Cabezas,1
Alcalde de Corral,Republicanos,1
Alcalde de Corral,Richard Leonelli,1
Alcalde de Corral,Rodrigo Galilea,1
Alcalde de Corral,Rodrigo Martínez,1
Alcalde de Corral,Rodrigo Wainraihgt,1
Alcalde de Corral,Sebastián Cruzat,1
Alcalde de Corral,Vladimir Fica,1
Alcalde de ElCarmen,Alcalde de Galvarino,1
Alcalde de ElCarmen,Alcalde de Lumaco,1
Alcalde de ElCarmen,Alcalde de RíoClaro,1
Alcalde de ElCarmen,Alcaldesa de LaSerena,1
Alcalde de ElCarmen,Alcaldesa de Papudo,1
Alcalde de ElCarmen,Alcaldesa de Primavera,1
Alcalde de ElCarmen,Américo Guajardo,1
Alcalde de ElCarmen,Añaden,1
Alcalde de ElCarmen,Carolina Corti,1
Alcalde de ElCarmen,Clara Lazcano,1
Alcalde de ElCarmen,Claudia Adasme,1
Alcalde de ElCarmen,Claudio González,1
Alcalde de ElCarmen,Claudio Musre,1
Alcalde de ElCarmen,Claudio Radonich,1
Alcalde de ElCarmen,Consejo General de Renovación Nacional,1
Alcalde de ElCarmen,Daniela Norambuena,1
Alcalde de ElCarmen,Enrique Neira,1
Alcalde de ElCarmen,Evelyn Matthei,1
Alcalde de ElCarmen,Felipe Alessandri,1
Alcalde de ElCarmen,Francisco Roncagliolo,1
Alcalde de ElCarmen,Félix Sánchez,1
Alcalde de ElCarmen,Gustavo Alessandri,1
Alcalde de ElCarmen,Gustavo Henríquez,1
Alcalde de ElCarmen,Hans González,1
Alcalde de ElCarmen,Hernán Ahumada,1
Alcalde de ElCarmen,Iván Infante,1
Alcalde de ElCarmen,Johannes Kaiser,1
Alcalde de ElCarmen,José Antonio Kast,1
Alcalde de ElCarmen,Julio César Delgado,1
Alcalde de ElCarmen,Karina Fernández,1
Alcalde de ElCarmen,Katherinne Migueles,1
Alcalde de ElCarmen,Luciano Valenzuela,1
Alcalde de ElCarmen,Marco Contreras,1
Alcalde de ElCarmen,Mario Desbordes,1
Alcalde de ElCarmen,Matthei,1
Alcalde de ElCarmen,Miguel Meza,1
Alcalde de ElCarmen,Rafael Ramírez,1
Alcalde de ElCarmen,Renán Cabezas,1
Alcalde de ElCarmen,Republicanos,1
Alcalde de ElCarmen,Richard Leonelli,1
Alcalde de ElCarmen,Rodrigo Galilea,1
Alcalde de ElCarmen,Rodrigo Martínez,1
Alcalde de ElCarmen,Rodrigo Wainraihgt,1
Alcalde de ElCarmen,Sebastián Cruzat,1
Alcalde de ElCarmen,Vladimir Fica,1
Alcalde de Galvarino,Alcalde de Lumaco,1
Alcalde de Galvarino,Alcalde de RíoClaro,1
Alcalde de Galvarino,Alcaldesa de LaSerena,1
Alcalde de Galvarino,Alcaldesa de Papudo,1
Alcalde de Galvarino,Alcaldesa de Primavera,1
Alcalde de Galvarino,Américo Guajardo,1
Alcalde de Galvarino,Añaden,1
Alcalde de Galvarino,Carolina Corti,1
Alcalde de Galvarino,Clara Lazcano,1
Alcalde de Galvarino,Claudia Adasme,1
Alcalde de Galvarino,Claudio González,1
Alcalde de Galvarino,Claudio Musre,1
Alcalde de Galvarino,Claudio Radonich,1
Alcalde de Galvarino,Consejo General de Renovación Nacional,1
Alcalde de Galvarino,Daniela Norambuena,1
Alcalde de Galvarino,Enrique Neira,1
Alcalde de Galvarino,Evelyn Matthei,1
Alcalde de Galvarino,Felipe Alessandri,1
Alcalde de Galvarino,Francisco Roncagliolo,1
Alcalde de Galvarino,Félix Sánchez,1
Alcalde de Galvarino,Gustavo Alessandri,1
Alcalde de Galvarino,Gustavo Henríquez,1
Alcalde de Galvarino,Hans González,1
Alcalde de Galvarino,Hernán Ahumada,1
Alcalde de Galvarino,Iván Infante,1
Alcalde de Galvarino,Johannes Kaiser,1
Alcalde de Galvarino,José Antonio Kast,1
Alcalde de Galvarino,Julio César Delgado,1
Alcalde de Galvarino,Karina Fernández,1
Alcalde de Galvarino,Katherinne Migueles,1
Alcalde de Galvarino,Luciano Valenzuela,1
Alcalde de Galvarino,Marco Contreras,1
Alcalde de Galvarino,Mario Desbordes,1
Alcalde de Galvarino,Matthei,1
Alcalde de Galvarino,Miguel Meza,1
Alcalde de Galvarino,Rafael Ramírez,1
Alcalde de Galvarino,Renán Cabezas,1
Alcalde de Galvarino,Republicanos,1
Alcalde de Galvarino,Richard Leonelli,1
Alcalde de Galvarino,Rodrigo Galilea,1
Alcalde de Galvarino,Rodrigo Martínez,1
Alcalde de Galvarino,Rodrigo Wainraihgt,1
Alcalde de Galvarino,Sebastián Cruzat,1
Alcalde de Galvarino,Vladimir Fica,1
Alcalde de Lumaco,Alcalde de RíoClaro,1
Alcalde de Lumaco,Alcaldesa de LaSerena,1
Alcalde de Lumaco,Alcaldesa de Papudo,1
Alcalde de Lumaco,Alcaldesa de Primavera,1
Alcalde de Lumaco,Américo Guajardo,1
Alcalde de Lumaco,Añaden,1
Alcalde de Lumaco,Carolina Corti,1
Alcalde de Lumaco,Clara Lazcano,1
Alcalde de Lumaco,Claudia Adasme,1
Alcalde de Lumaco,Claudio González,1
Alcalde de Lumaco,Claudio Musre,1
Alcalde de Lumaco,Claudio Radonich,1
Alcalde de Lumaco,Consejo General de Renovación Nacional,1
Alcalde de Lumaco,Daniela Norambuena,1
Alcalde de Lumaco,Enrique Neira,1
Alcalde de Lumaco,Evelyn Matthei,1
